Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)	Function [CC]
A0A660DZC6	A0A660DZC6_9LACO	Teichoic acid D-alanyltransferase (EC 2.3.1.-)	MUDAN_MDHGFNIF_03026	Lactiplantibacillus mudanjiangensis	404	GO:0005886; GO:0016746; GO:0070395	plasma membrane [GO:0005886]; acyltransferase activity [GO:0016746]; lipoteichoic acid biosynthetic process [GO:0070395]	FUNCTION: O-acyltransferase that catalyzes D-alanylation of both teichoic acid and lipoteichoic acid (LTA). D-alanylation of LTA plays an important role in modulating the properties of the cell wall in Gram-positive bacteria, influencing the net charge of the cell wall. Catalyzes D-alanylation from DltC carrier protein. {ECO:0000256|PIRNR:PIRNR016636}.
A0A660DZC9	A0A660DZC9_9LACO	Homoserine dehydrogenase (EC 1.1.1.3)	MUDAN_MDHGFNIF_02400	Lactiplantibacillus mudanjiangensis	426	GO:0004412; GO:0009088; GO:0050661	homoserine dehydrogenase activity [GO:0004412]; NADP binding [GO:0050661]; L-threonine biosynthetic process [GO:0009088]	
A0A660DZD6	A0A660DZD6_9LACO	trans-2-enoyl-CoA reductase (NAD(+)) (EC 1.3.1.44)	MUDAN_MDHGFNIF_02410	Lactiplantibacillus mudanjiangensis	405	GO:0004318; GO:0006633; GO:0050343; GO:0051287	enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; NAD binding [GO:0051287]; trans-2-enoyl-CoA reductase (NADH) activity [GO:0050343]; fatty acid biosynthetic process [GO:0006633]	
A0A660DZD8	A0A660DZD8_9LACO	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	rsgA MUDAN_MDHGFNIF_03142	Lactiplantibacillus mudanjiangensis	355	GO:0003924; GO:0005525; GO:0005737; GO:0042274	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosomal small subunit biogenesis [GO:0042274]	FUNCTION: One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit. {ECO:0000256|HAMAP-Rule:MF_01820}.
A0A660DZE0	A0A660DZE0_9LACO	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB MUDAN_MDHGFNIF_03036	Lactiplantibacillus mudanjiangensis	307	GO:0003723; GO:0031119; GO:0160148; GO:1990481	RNA binding [GO:0003723]; tRNA pseudouridine(55) synthase activity [GO:0160148]; mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119]	FUNCTION: Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs. {ECO:0000256|HAMAP-Rule:MF_01080}.
A0A660DZF0	A0A660DZF0_9LACO	Nucleoside diphosphate kinase (EC 2.7.4.6)	MUDAN_MDHGFNIF_00891	Lactiplantibacillus mudanjiangensis	154	GO:0004550; GO:0006183; GO:0006228; GO:0006241	nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	
A0A660DZG6	A0A660DZG6_9LACO	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)	rhaD MUDAN_MDHGFNIF_00316	Lactiplantibacillus mudanjiangensis	279	GO:0005829; GO:0008994; GO:0019301; GO:0019323	cytosol [GO:0005829]; rhamnulose-1-phosphate aldolase activity [GO:0008994]; pentose catabolic process [GO:0019323]; rhamnose catabolic process [GO:0019301]	FUNCTION: Catalyzes the reversible cleavage of L-rhamnulose-1-phosphate to dihydroxyacetone phosphate (DHAP) and L-lactaldehyde. {ECO:0000256|HAMAP-Rule:MF_00770}.
A0A660DZH7	A0A660DZH7_9LACO	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE MUDAN_MDHGFNIF_02458	Lactiplantibacillus mudanjiangensis	160	GO:0006189; GO:0034023	5-(carboxyamino)imidazole ribonucleotide mutase activity [GO:0034023]; 'de novo' IMP biosynthetic process [GO:0006189]	FUNCTION: Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR). {ECO:0000256|HAMAP-Rule:MF_01929, ECO:0000256|PIRNR:PIRNR001338}.
A0A660DZI7	A0A660DZI7_9LACO	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD MUDAN_MDHGFNIF_02468	Lactiplantibacillus mudanjiangensis	410	GO:0004637; GO:0005524; GO:0006189; GO:0009113; GO:0046872	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637]; 'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113]	
A0A660DZJ5	A0A660DZJ5_9LACO	beta-galactosidase (EC 3.2.1.23)	MUDAN_MDHGFNIF_00346	Lactiplantibacillus mudanjiangensis	322	GO:0004565; GO:0005990; GO:0009341; GO:0030246	beta-galactosidase complex [GO:0009341]; beta-galactosidase activity [GO:0004565]; carbohydrate binding [GO:0030246]; lactose catabolic process [GO:0005990]	
A0A660DZK5	A0A660DZK5_9LACO	UDP-glucose 4-epimerase (EC 5.1.3.2)	MUDAN_MDHGFNIF_02951	Lactiplantibacillus mudanjiangensis	329	GO:0003978; GO:0033499	UDP-glucose 4-epimerase activity [GO:0003978]; galactose catabolic process via UDP-galactose, Leloir pathway [GO:0033499]	
A0A660DZL3	A0A660DZL3_9LACO	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	MUDAN_MDHGFNIF_03046	Lactiplantibacillus mudanjiangensis	261	GO:0004605; GO:0005886; GO:0016024	plasma membrane [GO:0005886]; phosphatidate cytidylyltransferase activity [GO:0004605]; CDP-diacylglycerol biosynthetic process [GO:0016024]	FUNCTION: Transferase that catalyzes the synthesis of a CDP-diacylglycerol (CDP-DAG), the activated form of a phosphatidate. {ECO:0000256|ARBA:ARBA00094377}.
A0A660DZM9	A0A660DZM9_9LACO	Pseudouridine synthase (EC 5.4.99.-)	MUDAN_MDHGFNIF_03437	Lactiplantibacillus mudanjiangensis	307	GO:0000455; GO:0003723; GO:0120159	RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	FUNCTION: Responsible for synthesis of pseudouridine from uracil. {ECO:0000256|RuleBase:RU362028}.
A0A660DZN7	A0A660DZN7_9LACO	Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)	MUDAN_MDHGFNIF_02527	Lactiplantibacillus mudanjiangensis	576	GO:0005737; GO:0008965; GO:0009401	cytoplasm [GO:0005737]; phosphoenolpyruvate-protein phosphotransferase activity [GO:0008965]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	FUNCTION: General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr). {ECO:0000256|ARBA:ARBA00002728, ECO:0000256|PIRNR:PIRNR000732}.
A0A660DZQ1	A0A660DZQ1_9LACO	PTS system sucrose-specific EIIBCA component (EC 2.7.1.211) (EIIBCA-Scr)	MUDAN_MDHGFNIF_00396	Lactiplantibacillus mudanjiangensis	649	GO:0005886; GO:0009401; GO:0015771; GO:0022878; GO:0090589	plasma membrane [GO:0005886]; protein-N(PI)-phosphohistidine-sucrose phosphotransferase system transporter activity [GO:0022878]; protein-phosphocysteine-trehalose phosphotransferase system transporter activity [GO:0090589]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; trehalose transport [GO:0015771]	FUNCTION: The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in sucrose transport. {ECO:0000256|ARBA:ARBA00045139}.
A0A660DZU9	A0A660DZU9_9LACO	DNA topoisomerase (EC 5.6.2.1)	MUDAN_MDHGFNIF_03353	Lactiplantibacillus mudanjiangensis	711	GO:0003677; GO:0003917; GO:0006265; GO:0006281; GO:0006310; GO:0043597	cytoplasmic replication fork [GO:0043597]; DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA topological change [GO:0006265]	
A0A660DZV0	A0A660DZV0_9LACO	Elongation factor Ts (EF-Ts)	tsf MUDAN_MDHGFNIF_03050	Lactiplantibacillus mudanjiangensis	292	GO:0003746; GO:0005737	cytoplasm [GO:0005737]; translation elongation factor activity [GO:0003746]	FUNCTION: Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF-Tu.GTP complex up to the GTP hydrolysis stage on the ribosome. {ECO:0000256|ARBA:ARBA00025453, ECO:0000256|HAMAP-Rule:MF_00050, ECO:0000256|RuleBase:RU000642}.
A0A660DZV3	A0A660DZV3_9LACO	Probable potassium transport system protein Kup	kup MUDAN_MDHGFNIF_02098	Lactiplantibacillus mudanjiangensis	674	GO:0005886; GO:0015079; GO:0015293	plasma membrane [GO:0005886]; potassium ion transmembrane transporter activity [GO:0015079]; symporter activity [GO:0015293]	FUNCTION: Transport of potassium into the cell. Likely operates as a K(+):H(+) symporter. {ECO:0000256|HAMAP-Rule:MF_01522}.
A0A660DZX6	A0A660DZX6_9LACO	Peroxide operon transcriptional regulator [Lactobacillus plantarum ZJ316]	MUDAN_MDHGFNIF_02128	Lactiplantibacillus mudanjiangensis	160	GO:0000976; GO:0003700; GO:0005737; GO:0008270; GO:0045892; GO:1900376	cytoplasm [GO:0005737]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of secondary metabolite biosynthetic process [GO:1900376]	
A0A660DZX7	A0A660DZX7_9LACO	Large-conductance mechanosensitive channel	mscL MUDAN_MDHGFNIF_03080	Lactiplantibacillus mudanjiangensis	127	GO:0005886; GO:0008381	plasma membrane [GO:0005886]; mechanosensitive monoatomic ion channel activity [GO:0008381]	FUNCTION: Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell. {ECO:0000256|HAMAP-Rule:MF_00115}.
A0A660DZZ1	A0A660DZZ1_9LACO	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	ade MUDAN_MDHGFNIF_03186	Lactiplantibacillus mudanjiangensis	560	GO:0000034; GO:0006146	adenine deaminase activity [GO:0000034]; adenine catabolic process [GO:0006146]	
A0A660DZZ3	A0A660DZZ3_9LACO	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	MUDAN_MDHGFNIF_03391	Lactiplantibacillus mudanjiangensis	325	GO:0005737; GO:0008677; GO:0015940; GO:0050661	cytoplasm [GO:0005737]; 2-dehydropantoate 2-reductase activity [GO:0008677]; NADP binding [GO:0050661]; pantothenate biosynthetic process [GO:0015940]	FUNCTION: Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid. {ECO:0000256|RuleBase:RU362068}.
A0A660E003	A0A660E003_9LACO	RQC P-site tRNA stabilizing factor (RqcP) (Ribosome-associated protein quality control protein P)	rqcP MUDAN_MDHGFNIF_00709	Lactiplantibacillus mudanjiangensis	93	GO:0000049; GO:0019843; GO:0043023; GO:0072344	ribosomal large subunit binding [GO:0043023]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; rescue of stalled cytosolic ribosome [GO:0072344]	FUNCTION: Key component of the ribosome quality control system (RQC), a ribosome-associated complex that mediates the extraction of incompletely synthesized nascent chains from stalled ribosomes and their subsequent degradation. RqcH recruits Ala-charged tRNA, and with RqcP directs the elongation of stalled nascent chains on 50S ribosomal subunits, leading to non-templated C-terminal alanine extensions (Ala tail). The Ala tail promotes nascent chain degradation. RqcP is associated with the translocation-like movement of the peptidyl-tRNA from the A-site into the P-site. {ECO:0000256|HAMAP-Rule:MF_00871}.
A0A660E035	A0A660E035_9LACO	Probable DNA-directed RNA polymerase subunit delta (RNAP delta factor)	rpoE MUDAN_MDHGFNIF_00739	Lactiplantibacillus mudanjiangensis	201	GO:0003899; GO:0006351; GO:0006355	DNA-directed RNA polymerase activity [GO:0003899]; DNA-templated transcription [GO:0006351]; regulation of DNA-templated transcription [GO:0006355]	FUNCTION: Participates in both the initiation and recycling phases of transcription. In the presence of the delta subunit, RNAP displays an increased specificity of transcription, a decreased affinity for nucleic acids, and an increased efficiency of RNA synthesis because of enhanced recycling. {ECO:0000256|HAMAP-Rule:MF_00357}.
A0A660E040	A0A660E040_9LACO	Large ribosomal subunit protein bL31B	rpmE2 MUDAN_MDHGFNIF_00735	Lactiplantibacillus mudanjiangensis	80	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
A0A660E056	A0A660E056_9LACO	Small ribosomal subunit protein uS10	rpsJ MUDAN_MDHGFNIF_01060	Lactiplantibacillus mudanjiangensis	102	GO:0000049; GO:0003735; GO:0005737; GO:0005840; GO:0006412	cytoplasm [GO:0005737]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	FUNCTION: Involved in the binding of tRNA to the ribosomes. {ECO:0000256|HAMAP-Rule:MF_00508}.
A0A660E061	A0A660E061_9LACO	Ribonuclease M5 (EC 3.1.26.8) (RNase M5) (Ribosomal RNA terminal maturase M5)	rnmV MUDAN_MDHGFNIF_00755	Lactiplantibacillus mudanjiangensis	186	GO:0005737; GO:0006364; GO:0043822	cytoplasm [GO:0005737]; ribonuclease M5 activity [GO:0043822]; rRNA processing [GO:0006364]	FUNCTION: Required for correct processing of both the 5' and 3' ends of 5S rRNA precursor. Cleaves both sides of a double-stranded region yielding mature 5S rRNA in one step. {ECO:0000256|HAMAP-Rule:MF_01469}.
A0A660E067	A0A660E067_9LACO	Small ribosomal subunit protein uS17	rpsQ MUDAN_MDHGFNIF_01070	Lactiplantibacillus mudanjiangensis	89	GO:0003735; GO:0006412; GO:0019843; GO:0022627	cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	FUNCTION: One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA. {ECO:0000256|HAMAP-Rule:MF_01345}.
A0A660E072	A0A660E072_9LACO	tRNA-dihydrouridine synthase (EC 1.3.1.-)	MUDAN_MDHGFNIF_00765	Lactiplantibacillus mudanjiangensis	331	GO:0017150; GO:0050660	flavin adenine dinucleotide binding [GO:0050660]; tRNA dihydrouridine synthase activity [GO:0017150]	FUNCTION: Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines. {ECO:0000256|PIRNR:PIRNR006621}.
A0A660E077	A0A660E077_9LACO	Protein translocase subunit SecY	secY MUDAN_MDHGFNIF_01080	Lactiplantibacillus mudanjiangensis	431	GO:0005886; GO:0006605; GO:0043952; GO:0065002	plasma membrane [GO:0005886]; intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	FUNCTION: The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently. {ECO:0000256|HAMAP-Rule:MF_01465, ECO:0000256|RuleBase:RU000537}.
A0A660E088	A0A660E088_9LACO	NADH:ubiquinone reductase (non-electrogenic) (EC 1.6.5.9)	MUDAN_MDHGFNIF_01090	Lactiplantibacillus mudanjiangensis	636	GO:0050136	NADH dehydrogenase (quinone) (non-electrogenic) activity [GO:0050136]	
A0A660E090	A0A660E090_9LACO	Urocanate reductase (EC 1.3.99.33)	MUDAN_MDHGFNIF_00789	Lactiplantibacillus mudanjiangensis	609	GO:0008202; GO:0010181; GO:0016020; GO:0047571	membrane [GO:0016020]; 3-oxosteroid 1-dehydrogenase activity [GO:0047571]; FMN binding [GO:0010181]; steroid metabolic process [GO:0008202]	
A0A660E0C6	A0A660E0C6_9LACO	Thiol reductant ABC exporter subunit CydD [Lactobacillus pentosus]	MUDAN_MDHGFNIF_01120	Lactiplantibacillus mudanjiangensis	577	GO:0005524; GO:0005886; GO:0016887; GO:0034040; GO:0042883; GO:0140359	plasma membrane [GO:0005886]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled lipid transmembrane transporter activity [GO:0034040]; L-cysteine transport [GO:0042883]	
A0A660E0D4	A0A660E0D4_9LACO	UDP-N-acetylglucosamine kinase (EC 2.7.1.176) (UDP-N-acetylglucosamine kinase)	MUDAN_MDHGFNIF_03337	Lactiplantibacillus mudanjiangensis	196	GO:0005524; GO:0016301	ATP binding [GO:0005524]; kinase activity [GO:0016301]	
A0A660E0D5	A0A660E0D5_9LACO	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA MUDAN_MDHGFNIF_01130	Lactiplantibacillus mudanjiangensis	680	GO:0003911; GO:0005829; GO:0006260; GO:0006281	cytosol [GO:0005829]; DNA ligase (NAD+) activity [GO:0003911]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	FUNCTION: DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA. {ECO:0000256|ARBA:ARBA00004067, ECO:0000256|HAMAP-Rule:MF_01588}.
A0A660E0E6	A0A660E0E6_9LACO	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS MUDAN_MDHGFNIF_03261	Lactiplantibacillus mudanjiangensis	807	GO:0002161; GO:0004823; GO:0005524; GO:0005829; GO:0006429	cytosol [GO:0005829]; aminoacyl-tRNA deacylase activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823]; leucyl-tRNA aminoacylation [GO:0006429]	
A0A660E0K0	A0A660E0K0_9LACO	Flavin prenyltransferase UbiX (EC 2.5.1.129)	ubiX MUDAN_MDHGFNIF_00885	Lactiplantibacillus mudanjiangensis	187	GO:0016831; GO:0106141	carboxy-lyase activity [GO:0016831]; flavin prenyltransferase activity [GO:0106141]	FUNCTION: Flavin prenyltransferase that catalyzes the synthesis of the prenylated FMN cofactor (prenyl-FMN) for 4-hydroxy-3-polyprenylbenzoic acid decarboxylase UbiD. The prenyltransferase is metal-independent and links a dimethylallyl moiety from dimethylallyl monophosphate (DMAP) to the flavin N5 and C6 atoms of FMN. {ECO:0000256|HAMAP-Rule:MF_01984}.
A0A660E0K5	A0A660E0K5_9LACO	Dipeptidase (EC 3.4.-.-)	MUDAN_MDHGFNIF_00899	Lactiplantibacillus mudanjiangensis	471	GO:0006508; GO:0016805; GO:0070004	cysteine-type exopeptidase activity [GO:0070004]; dipeptidase activity [GO:0016805]; proteolysis [GO:0006508]	
