Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)
B9IV11	CYSH_BACCQ	Adenosine 5'-phosphosulfate reductase (APS reductase) (EC 1.8.4.10) (5'-adenylylsulfate reductase) (Thioredoxin-dependent 5'-adenylylsulfate reductase)	cysH BCQ_1494	Bacillus cereus (strain Q1)	234	GO:0004604; GO:0005737; GO:0019344; GO:0019379; GO:0043866; GO:0051539; GO:0070814	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; adenylyl-sulfate reductase (thioredoxin) activity [GO:0043866]; phosphoadenylyl-sulfate reductase (thioredoxin) activity [GO:0004604]; hydrogen sulfide biosynthetic process [GO:0070814]; L-cysteine biosynthetic process [GO:0019344]; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]
B9IV41	PEPT_BACCQ	Peptidase T (EC 3.4.11.4) (Aminotripeptidase) (Tripeptidase) (Tripeptide aminopeptidase)	pepT BCQ_3537	Bacillus cereus (strain Q1)	412	GO:0005829; GO:0006508; GO:0008270; GO:0043171; GO:0045148	cytosol [GO:0005829]; tripeptide aminopeptidase activity [GO:0045148]; zinc ion binding [GO:0008270]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]
B9IV96	PNP_BACCQ	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp BCQ_3592	Bacillus cereus (strain Q1)	712	GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006402	cytosol [GO:0005829]; 3'-5'-RNA exonuclease activity [GO:0000175]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]
B9IVA8	SYP_BACCQ	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS BCQ_3604	Bacillus cereus (strain Q1)	566	GO:0002161; GO:0004827; GO:0005524; GO:0005829; GO:0006433; GO:0016740; GO:0140096	cytosol [GO:0005829]; aminoacyl-tRNA deacylase activity [GO:0002161]; ATP binding [GO:0005524]; catalytic activity, acting on a protein [GO:0140096]; proline-tRNA ligase activity [GO:0004827]; transferase activity [GO:0016740]; prolyl-tRNA aminoacylation [GO:0006433]
B9IVB0	DXR_BACCQ	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr BCQ_3606	Bacillus cereus (strain Q1)	380	GO:0019288; GO:0030145; GO:0030604; GO:0070402	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity [GO:0030604]; manganese ion binding [GO:0030145]; NADPH binding [GO:0070402]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]
B9IVB9	HSLV_BACCQ	ATP-dependent protease subunit HslV (EC 3.4.25.2)	hslV BCQ_3615	Bacillus cereus (strain Q1)	180	GO:0004298; GO:0005839; GO:0006508; GO:0009376; GO:0030163	HslUV protease complex [GO:0009376]; proteasome core complex [GO:0005839]; threonine-type endopeptidase activity [GO:0004298]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]
B9IVC1	TRMFO_BACCQ	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase)	trmFO BCQ_3617	Bacillus cereus (strain Q1)	434	GO:0002098; GO:0005829; GO:0030488; GO:0047151; GO:0050660	cytosol [GO:0005829]; flavin adenine dinucleotide binding [GO:0050660]; tRNA (uracil(54)-C5)-methyltransferase activity, 5,10-methylenetetrahydrofolate-dependent [GO:0047151]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]
B9IVC5	SUCC_BACCQ	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BCQ_3621	Bacillus cereus (strain Q1)	386	GO:0000287; GO:0004775; GO:0004776; GO:0005524; GO:0005829; GO:0006099; GO:0006104; GO:0042709	cytosol [GO:0005829]; succinate-CoA ligase complex [GO:0042709]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099]
B9IVC6	RNH2_BACCQ	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB BCQ_3622	Bacillus cereus (strain Q1)	257	GO:0003723; GO:0004523; GO:0005737; GO:0006298; GO:0030145; GO:0032299; GO:0043137	cytoplasm [GO:0005737]; ribonuclease H2 complex [GO:0032299]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; DNA replication, removal of RNA primer [GO:0043137]; mismatch repair [GO:0006298]
B9IVD8	RNC_BACCQ	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc BCQ_3634	Bacillus cereus (strain Q1)	245	GO:0003725; GO:0004525; GO:0005737; GO:0006364; GO:0006397; GO:0010468; GO:0042802	cytoplasm [GO:0005737]; double-stranded RNA binding [GO:0003725]; identical protein binding [GO:0042802]; ribonuclease III activity [GO:0004525]; mRNA processing [GO:0006397]; regulation of gene expression [GO:0010468]; rRNA processing [GO:0006364]
B9IVI6	DEOD_BACCQ	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	deoD BCQ_1533	Bacillus cereus (strain Q1)	235	GO:0004731; GO:0005829; GO:0006152	cytosol [GO:0005829]; purine-nucleoside phosphorylase activity [GO:0004731]; purine nucleoside catabolic process [GO:0006152]
B9IVM2	IDI2_BACCQ	Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2)	fni BCQ_1569	Bacillus cereus (strain Q1)	349	GO:0000287; GO:0004452; GO:0005737; GO:0008299; GO:0010181; GO:0016491; GO:0070402	cytoplasm [GO:0005737]; FMN binding [GO:0010181]; isopentenyl-diphosphate delta-isomerase activity [GO:0004452]; magnesium ion binding [GO:0000287]; NADPH binding [GO:0070402]; oxidoreductase activity [GO:0016491]; isoprenoid biosynthetic process [GO:0008299]
B9IVM7	GPDA_BACCQ	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	gpsA BCQ_1574	Bacillus cereus (strain Q1)	340	GO:0005829; GO:0005975; GO:0006650; GO:0046167; GO:0046168; GO:0051287; GO:0141152; GO:0141153	cytosol [GO:0005829]; glycerol-3-phosphate dehydrogenase (NAD+) activity [GO:0141152]; glycerol-3-phosphate dehydrogenase (NADP+) activity [GO:0141153]; NAD binding [GO:0051287]; carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate biosynthetic process [GO:0046167]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerophospholipid metabolic process [GO:0006650]
B9IVN3	GCH1_BACCQ	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE BCQ_1580	Bacillus cereus (strain Q1)	189	GO:0003934; GO:0005525; GO:0005737; GO:0006729; GO:0006730; GO:0008270; GO:0046654	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTP cyclohydrolase I activity [GO:0003934]; zinc ion binding [GO:0008270]; one-carbon metabolic process [GO:0006730]; tetrahydrobiopterin biosynthetic process [GO:0006729]; tetrahydrofolate biosynthetic process [GO:0046654]
B9IVQ5	DAPB_BACCQ	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB BCQ_1602	Bacillus cereus (strain Q1)	266	GO:0005829; GO:0008839; GO:0050661; GO:0051287	cytosol [GO:0005829]; 4-hydroxy-tetrahydrodipicolinate reductase activity [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]
B9IVQ9	CCA_BACCQ	CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl- transferase) (tRNA nucleotidyltransferase) (tRNA-NT)	cca BCQ_1606	Bacillus cereus (strain Q1)	397	GO:0000049; GO:0000287; GO:0001680; GO:0004810; GO:0005524; GO:0160016	ATP binding [GO:0005524]; CCA tRNA nucleotidyltransferase activity [GO:0004810]; CCACCA tRNA nucleotidyltransferase activity [GO:0160016]; magnesium ion binding [GO:0000287]; tRNA binding [GO:0000049]; tRNA 3'-terminal CCA addition [GO:0001680]
B9IVR2	PANC_BACCQ	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC BCQ_1609	Bacillus cereus (strain Q1)	282	GO:0004592; GO:0005829; GO:0015940	cytosol [GO:0005829]; pantoate-beta-alanine ligase activity [GO:0004592]; pantothenate biosynthetic process [GO:0015940]
B9IVR3	PAND_BACCQ	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	panD BCQ_1610	Bacillus cereus (strain Q1)	127	GO:0004068; GO:0005829; GO:0006523; GO:0015940	cytosol [GO:0005829]; aspartate 1-decarboxylase activity [GO:0004068]; alanine biosynthetic process [GO:0006523]; pantothenate biosynthetic process [GO:0015940]
B9IVW0	PYRF_BACCQ	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF BCQ_3669	Bacillus cereus (strain Q1)	238	GO:0004590; GO:0005829; GO:0006207; GO:0044205	cytosol [GO:0005829]; orotidine-5'-phosphate decarboxylase activity [GO:0004590]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]
B9IVW1	PYRDB_BACCQ	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit (DHOD B) (DHODase B) (DHOdehase B) (EC 1.3.1.14) (Dihydroorotate oxidase B) (Orotate reductase (NADH))	pyrD BCQ_3670	Bacillus cereus (strain Q1)	309	GO:0004589; GO:0005737; GO:0006207; GO:0044205	cytoplasm [GO:0005737]; dihydroorotate dehydrogenase (NAD+) activity [GO:0004589]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]
B9IVW2	PYRK_BACCQ	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	pyrK BCQ_3671	Bacillus cereus (strain Q1)	259	GO:0009055; GO:0016491; GO:0044205; GO:0050660; GO:0051537	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]; 'de novo' UMP biosynthetic process [GO:0044205]
B9IVW5	PYRC_BACCQ	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC BCQ_3674	Bacillus cereus (strain Q1)	428	GO:0004038; GO:0004151; GO:0005737; GO:0006145; GO:0008270; GO:0044205	cytoplasm [GO:0005737]; allantoinase activity [GO:0004038]; dihydroorotase activity [GO:0004151]; zinc ion binding [GO:0008270]; 'de novo' UMP biosynthetic process [GO:0044205]; purine nucleobase catabolic process [GO:0006145]
B9IVW6	PYRB_BACCQ	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB BCQ_3675	Bacillus cereus (strain Q1)	304	GO:0004070; GO:0005829; GO:0006207; GO:0006520; GO:0016597; GO:0044205	cytosol [GO:0005829]; amino acid binding [GO:0016597]; aspartate carbamoyltransferase activity [GO:0004070]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; amino acid metabolic process [GO:0006520]
B9IVX0	LSPA_BACCQ	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA BCQ_3679	Bacillus cereus (strain Q1)	152	GO:0004190; GO:0005886; GO:0006508	plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508]
B9IVX2	SYI_BACCQ	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS BCQ_3681	Bacillus cereus (strain Q1)	921	GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0005829; GO:0006428; GO:0008270	cytosol [GO:0005829]; aminoacyl-tRNA deacylase activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; isoleucyl-tRNA aminoacylation [GO:0006428]
B9IVY9	MURD_BACCQ	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD BCQ_3698	Bacillus cereus (strain Q1)	450	GO:0005524; GO:0005737; GO:0008360; GO:0008764; GO:0009252; GO:0051301	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764]; cell division [GO:0051301]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
B9IVZ0	MRAY_BACCQ	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY BCQ_3699	Bacillus cereus (strain Q1)	324	GO:0005886; GO:0008963; GO:0009252; GO:0051992; GO:0071555	plasma membrane [GO:0005886]; phospho-N-acetylmuramoyl-pentapeptide-transferase activity [GO:0008963]; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]
B9IW07	COAD_BACCQ	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD BCQ_3716	Bacillus cereus (strain Q1)	163	GO:0004595; GO:0005737; GO:0015937	cytoplasm [GO:0005737]; pantetheine-phosphate adenylyltransferase activity [GO:0004595]; coenzyme A biosynthetic process [GO:0015937]
B9IW24	COXX_BACCQ	Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase)	ctaB BCQ_3733	Bacillus cereus (strain Q1)	307	GO:0005886; GO:0008495; GO:0048034	plasma membrane [GO:0005886]; protoheme IX farnesyltransferase activity [GO:0008495]; heme O biosynthetic process [GO:0048034]
B9IW25	CTAA_BACCQ	Heme A synthase (HAS) (EC 1.17.99.9) (Cytochrome aa3-controlling protein)	ctaA BCQ_3734	Bacillus cereus (strain Q1)	311	GO:0005886; GO:0006784; GO:0120547	plasma membrane [GO:0005886]; heme A synthase activity [GO:0120547]; heme A biosynthetic process [GO:0006784]
B9IWL4	METE_BACCQ	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)	metE BCQ_3791	Bacillus cereus (strain Q1)	762	GO:0003871; GO:0008270; GO:0008652	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity [GO:0003871]; zinc ion binding [GO:0008270]; amino acid biosynthetic process [GO:0008652]
B9IWP9	MTNW_BACCQ	2,3-diketo-5-methylthiopentyl-1-phosphate enolase (DK-MTP-1-P enolase) (EC 5.3.2.5) (RuBisCO-like protein) (RLP)	mtnW BCQ_3826	Bacillus cereus (strain Q1)	414	GO:0000287; GO:0015977; GO:0016984; GO:0043715	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity [GO:0043715]; magnesium ion binding [GO:0000287]; ribulose-bisphosphate carboxylase activity [GO:0016984]; carbon fixation [GO:0015977]
B9IWR7	NAGB_BACCQ	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	nagB BCQ_3844	Bacillus cereus (strain Q1)	262	GO:0004342; GO:0005737; GO:0005975; GO:0006043; GO:0006046; GO:0019262; GO:0042802	cytoplasm [GO:0005737]; glucosamine-6-phosphate deaminase activity [GO:0004342]; identical protein binding [GO:0042802]; carbohydrate metabolic process [GO:0005975]; D-glucosamine catabolic process [GO:0006043]; N-acetylglucosamine catabolic process [GO:0006046]; N-acetylneuraminate catabolic process [GO:0019262]
B9IWV1	DEOB_BACCQ	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	deoB BCQ_3878	Bacillus cereus (strain Q1)	394	GO:0000287; GO:0005829; GO:0006018; GO:0008973; GO:0009117; GO:0030145; GO:0043094	cytosol [GO:0005829]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphopentomutase activity [GO:0008973]; 2-deoxyribose 1-phosphate catabolic process [GO:0006018]; metabolic compound salvage [GO:0043094]; nucleotide metabolic process [GO:0009117]
B9IWX5	RISB_BACCQ	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH BCQ_3902	Bacillus cereus (strain Q1)	153	GO:0000906; GO:0005829; GO:0009231; GO:0009349	cytosol [GO:0005829]; riboflavin synthase complex [GO:0009349]; 6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906]; riboflavin biosynthetic process [GO:0009231]
B9IWX7	BIOB_BACCQ	Biotin synthase (EC 2.8.1.6)	bioB BCQ_3904	Bacillus cereus (strain Q1)	332	GO:0004076; GO:0005506; GO:0009102; GO:0051537	2 iron, 2 sulfur cluster binding [GO:0051537]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]; biotin biosynthetic process [GO:0009102]
B9IWY0	BIOF_BACCQ	Putative 8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (8-amino-7-ketopelargonate synthase)	bioF BCQ_3907	Bacillus cereus (strain Q1)	394	GO:0008710; GO:0009102; GO:0030170	8-amino-7-oxononanoate synthase activity [GO:0008710]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102]
B9IX72	ILVD_BACCQ	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD BCQ_1854	Bacillus cereus (strain Q1)	557	GO:0000287; GO:0004160; GO:0005829; GO:0009099; GO:0051537	cytosol [GO:0005829]; 2 iron, 2 sulfur cluster binding [GO:0051537]; dihydroxy-acid dehydratase activity [GO:0004160]; magnesium ion binding [GO:0000287]; L-valine biosynthetic process [GO:0009099]
B9IXA5	DEOC_BACCQ	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	deoC BCQ_1887	Bacillus cereus (strain Q1)	223	GO:0004139; GO:0005737; GO:0006018; GO:0009264; GO:0016052	cytoplasm [GO:0005737]; deoxyribose-phosphate aldolase activity [GO:0004139]; 2-deoxyribose 1-phosphate catabolic process [GO:0006018]; carbohydrate catabolic process [GO:0016052]; deoxyribonucleotide catabolic process [GO:0009264]
B9IXC7	ARGB_BACCQ	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB BCQ_3920	Bacillus cereus (strain Q1)	255	GO:0003991; GO:0005524; GO:0005737; GO:0006526	cytoplasm [GO:0005737]; acetylglutamate kinase activity [GO:0003991]; ATP binding [GO:0005524]; L-arginine biosynthetic process [GO:0006526]
B9IXC9	ARGC_BACCQ	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	argC BCQ_3922	Bacillus cereus (strain Q1)	345	GO:0003942; GO:0005737; GO:0006526; GO:0051287; GO:0070401	cytoplasm [GO:0005737]; N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942]; NAD binding [GO:0051287]; NADP+ binding [GO:0070401]; L-arginine biosynthetic process [GO:0006526]
B9IXD7	RNZ_BACCQ	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z)	rnz BCQ_3930	Bacillus cereus (strain Q1)	307	GO:0008270; GO:0042781; GO:0042802	3'-tRNA processing endoribonuclease activity [GO:0042781]; identical protein binding [GO:0042802]; zinc ion binding [GO:0008270]
B9IXH4	FOLD_BACCQ	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD BCQ_3967	Bacillus cereus (strain Q1)	286	GO:0004477; GO:0004488; GO:0005829; GO:0035999	cytosol [GO:0005829]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; tetrahydrofolate interconversion [GO:0035999]
B9IXJ3	AROQ_BACCQ	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	aroQ BCQ_3986	Bacillus cereus (strain Q1)	146	GO:0003855; GO:0009423; GO:0019631	3-dehydroquinate dehydratase activity [GO:0003855]; chorismate biosynthetic process [GO:0009423]; quinate catabolic process [GO:0019631]
B9IXJ8	MNTR_BACCQ	HTH-type transcriptional regulator MntR (Manganese transport regulator)	mntR BCQ_3991	Bacillus cereus (strain Q1)	142	GO:0003677; GO:0003700; GO:0005737; GO:0030026; GO:0030145; GO:0046983	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; manganese ion binding [GO:0030145]; protein dimerization activity [GO:0046983]; intracellular manganese ion homeostasis [GO:0030026]
B9IXL7	GCSPB_BACCQ	Probable glycine dehydrogenase (decarboxylating) subunit 2 (EC 1.4.4.2) (Glycine cleavage system P-protein subunit 2) (Glycine decarboxylase subunit 2) (Glycine dehydrogenase (aminomethyl-transferring) subunit 2)	gcvPB BCQ_4010	Bacillus cereus (strain Q1)	491	GO:0004375; GO:0005829; GO:0005960; GO:0016594; GO:0019464; GO:0030170	cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]; glycine binding [GO:0016594]; glycine dehydrogenase (decarboxylating) activity [GO:0004375]; pyridoxal phosphate binding [GO:0030170]; glycine decarboxylation via glycine cleavage system [GO:0019464]
